(La/Yb)N,(La/Nd)N,(Gd/Yb)N,Eu/Eu*,YbN,REE+Y,LREE,Sr/Y,Mn,Sr,Y,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,花岗岩类型
2.036638058,0.305643767,2.585486497,0.079250013,3295.65358,24319.03574,19178.08916,0.118167806,1900.3,183.0921531,1549.425,1590.756681,4554.550594,464.55,10299.4186,2215.943963,52.86932363,1751.038339,38.24975,837.3594378,40.15025,328.0496876,17.01125,560.2611086,19.40175547,I型
3.16873621,0.348754659,2.843443917,0.122473234,1389.817035,13409.67891,11267.63323,0.598217488,3039.475,317.7282635,531.125,1043.739365,2891.237988,282.015,5922.383721,1088.942628,39.31452386,812.1086262,16.7085,368.4939759,17.749,144.5477536,7.3535,236.268896,7.690432194,I型
3.274675083,0.323737277,2.992439695,0.144430009,1348.724098,13868.78149,11688.59918,0.883980214,997.1,507.7803342,574.425,1046.742068,2758.903335,281.8825,6398.401163,1154.169446,48.50067063,829.3929712,16.32075,353.1827309,17.61675,144.9047902,7.12325,229.2830967,7.932963761,I型
1.460054341,0.222774363,2.992163515,0.058181107,2792.184382,19437.52668,14580.29506,0.339246361,9390.892011,443.4909209,1307.282765,966.1875997,2689.432413,320.8352375,8582.637006,1985.213843,35.9889626,1716.885144,39.47421583,911.6451924,43.80905417,333.5431382,15.77491125,474.6713449,14.14585643,I型
2.267698476,0.207263925,5.106385693,0.047066449,1856.338398,20680.93927,16030.04218,0.359083863,5490.580451,396.8372141,1105.137979,997.6789339,2874.457128,350.6603857,9525.583314,2248.663499,32.99892152,1947.971456,40.82640429,882.2463855,41.50112571,296.0954903,12.19306571,315.5775276,9.347652778,I型
2.53674634,0.222239178,5.15103525,0.063719936,1481.592882,17174.56398,13458.54126,0.486402154,5221.533932,429.5464828,883.1097459,890.7468014,2467.393506,293.2842241,7931.551445,1839.248982,36.31629788,1568.321987,32.18558759,697.1012561,32.86636586,233.5788343,9.595062069,251.87079,7.393092828,I型
0.269776935,0.127412935,2.861159292,0.004914453,6574.869982,24856.95316,11945.03834,0.021383136,3074,79.07483652,3698,420.3783405,1612.210288,229,6529.069767,3148.765844,5.614102318,3865.814696,121,2939.759036,137,961.0235049,41.1,1117.727897,30.48968278,S型
0.338296648,0.182915957,2.151549266,0.003075362,9350.327394,30775.06386,15359.31178,0.013430453,3313,58.97311698,4391,749.6747072,2643.3013,323,8110.465116,3529.019346,3.851312512,4134.185304,137,3586.345382,175,1303.183576,57.7,1589.555657,41.78215789,S型
0.189137263,0.13495954,1.791428437,0.007491982,8730.565059,22933.35829,10650.38234,0.017920004,2448,60.42625333,3372,391.352217,1501.413228,210,5738.372093,2801.867912,7.376892125,3214.057508,108,2787.148594,139,1085.986314,50.6,1484.19606,41.98747562,S型
0.217415289,0.126341861,2.529084892,0.010854251,7167.686129,23916.79141,10722.79554,0.019748651,2403,73.5044805,3722,369.3323992,1332.956473,195,5784.883721,3028.685791,11.93715271,3725.239617,131,3180.722892,142,999.7024695,43,1218.506642,31.82424802,S型
0.28701334,0.128561768,2.927280895,0.003101303,8784.457441,34761.61172,16511.2557,0.010750978,2773,57.88326471,5384,597.537784,2249.858677,312,9197.674419,4149.432955,4.751868174,5284.345048,167,4136.546185,202,1487.652484,58.6,1493.357765,36.85453239,S型
0.260210677,0.132851234,2.769413027,0.035560244,9835.358788,36441.91551,16630.49714,0.00565541,8116,33.7854202,5974,606.5458913,2126.625212,301,9034.883721,4503.002001,58.44031424,5597.444089,184,4502.008032,217,1559.059804,63.6,1672.010994,42.29545221,S型
0.241934363,0.137172299,2.249335463,0.003587711,9565.896906,30630.24889,15068.46636,0.005308417,5451,22.52361347,4243,548.4936443,2345.958168,307,7912.790698,3949.299533,4.924315003,4421.72524,151,3658.634538,166,1202.023207,54.7,1626.202474,38.49707422,S型
0.212470857,0.110207002,2.51602601,0.018281894,5227.560562,17380.62335,8338.982677,0.046804061,305.5251984,117.946234,2520,263.2369132,1037.874505,162,4726.744186,2134.756504,14.37056907,2702.875399,75.9,1995.983936,95.1,705.1472776,32.9,888.6852955,25.04876296,S型
0.221209746,0.109282397,2.584785491,0.027271325,4715.582981,16978.58275,8144.149451,0.067627481,7841.813426,167.716154,2480,247.2225003,1145.279819,153,4476.744186,2101.400934,20.50201188,2504.792332,73.7,2104.417671,98,720.0238024,30.6,801.6491067,21.25038497,S型
0.455780667,0.17081521,2.993960029,0.030987508,4985.044865,22014.68421,11749.7954,0.030482458,28923.05212,88.39912812,2900,538.4846362,2014.697569,254,6238.372093,2675.116744,29.12435332,3067.092652,102,2554.216867,97,648.6164832,29,847.4576271,19.50518427,S型
0.326812567,0.484607736,0.760539562,0.024879201,4742.529169,8225.594127,3528.917197,0.022042265,25562.27493,38.75030274,1758,367.3305975,906.7269644,82,1500,667.1114076,5.74822763,741.2140575,32,915.6626506,40,360.0119012,22,806.2299588,21.55836156,S型
0.301547885,0.137983986,2.967888056,0.048105133,3873.521654,14787.68399,7304.645069,0.054014288,13073.56873,112.8881772,2089.968812,276.8283862,975.1308974,132.5504245,3970.145572,1916.477679,33.51210996,2362.464713,73.14268358,1692.900889,70.9630723,492.8481222,24.6275877,658.4986811,17.62435548,S型
0.247708759,0.101342878,3.482099362,0.021360862,9056.865465,38043.13784,18048.21754,0.036939858,336.0777183,199.4728441,5399.935349,531.7011822,2233.725549,322.3042082,10382.4271,4540.141407,37.91809113,6480.834072,189.8296563,4632.774703,211.034701,1435.051086,64.46872792,1539.667129,41.32487329,S型
0.438248952,0.165823447,3.023462693,0.081099727,2543.215073,10693.6732,5701.132791,0.107098813,8977.725938,152.7112599,1425.891247,264.1510374,826.5877202,107.715256,3152.324218,1312.100711,38.25384814,1580.154416,46.30428833,1087.424352,48.2678346,343.8938303,16.36185692,432.3465624,11.8960174,S型
0.768464193,0.137808409,5.340582054,0.063455289,2263.447622,16472.06437,10337.51477,0.140982563,750.719059,205.5898891,1458.264657,412.2326926,1432.481989,193.9020545,5919.58431,2329.056446,50.25727713,2484.110253,60.54702824,1295.100958,55.59341228,369.6361479,16.2924087,384.7860958,10.21863727,S型
10.93660878,0.51026962,4.971691591,0.069981857,1107.488346,24997.69882,22406.21097,0.36155304,1609.099378,222.5720513,615.6,2870.583525,6046.353872,521.8,11132.55814,1799.866578,35.04885993,1131.501597,20.16,438.9558233,20.8,163.1657245,7.098,188.2730188,5.933682373,A型
